model,aggregate_model,cell,n,conditions,avg_response_chars,mapping_method,source_models,freeflow_dir
gpt-5-5,gpt-5-5,gpt-5-5-direct,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,7687.4,cell_prefix,gpt-5.5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-5-direct
gpt-5-5,gpt-5-5,gpt-5-5-direct-r2,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,7339.9,cell_prefix,gpt-5.5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-5-direct-r2
gpt-5-5,gpt-5-5,gpt-5-5-direct-r3,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,7388.9,cell_prefix,gpt-5.5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-5-direct-r3
gpt-5-5,gpt-5-5,gpt-5-5-or,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,8130.8,cell_prefix,openai/gpt-5.5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-5-or
gpt-5-5,gpt-5-5,gpt-5-5-or-pin-openai,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,7562.3,cell_prefix,openai/gpt-5.5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-5-or-pin-openai
gpt-5-5,gpt-5-5,gpt-5-5-or-r2,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,7745.1,cell_prefix,openai/gpt-5.5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-5-or-r2
gpt-5-5,gpt-5-5,gpt-5-5-or-r3,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,7353.9,cell_prefix,openai/gpt-5.5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-5-or-r3
gpt-5-5-pro,gpt-5-5-pro,gpt-5-5-pro-direct,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6797.8,cell_prefix,gpt-5.5-pro,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-5-pro-direct
gpt-5-5-pro,gpt-5-5-pro,gpt-5-5-pro-or-pin-openai,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6688.6,cell_prefix,openai/gpt-5.5-pro,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-5-pro-or-pin-openai
gpt-5-codex,gpt-5-codex,gpt-5-codex-direct,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6743.6,cell_prefix,gpt-5-codex,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-codex-direct
gpt-5-codex,gpt-5-codex,gpt-5-codex-direct-r2,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,6605.2,cell_prefix,gpt-5-codex,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-codex-direct-r2
gpt-5-codex,gpt-5-codex,gpt-5-codex-direct-r3,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,7653.8,cell_prefix,gpt-5-codex,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-codex-direct-r3
gpt-5-codex,gpt-5-codex,gpt-5-codex-or-pin-openai,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6963.5,cell_prefix,openai/gpt-5-codex,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-codex-or-pin-openai
gpt-5,gpt-5,gpt-5-direct,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,9672.9,cell_prefix,gpt-5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-direct
gpt-5,gpt-5,gpt-5-direct-r2,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,10674.7,cell_prefix,gpt-5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-direct-r2
gpt-5,gpt-5,gpt-5-direct-r3,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,10147.9,cell_prefix,gpt-5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-direct-r3
gpt-5,gpt-5,gpt-5-or-pin-openai,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,9133.7,cell_prefix,openai/gpt-5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_gpt-5-or-pin-openai
grok-3,grok-3,grok-3-16k,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,4105.4,cell_prefix,grok-3,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-3-16k
grok-4-1-fast-non-reasoning,grok-4-1-fast-non-reasoning,grok-4-1-fast-non-reasoning-direct,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,4909.9,cell_prefix,grok-4-1-fast-non-reasoning,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-1-fast-non-reasoning-direct
grok-4-1-fast-reasoning,grok-4-1-fast-reasoning,grok-4-1-fast-reasoning-direct,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,4699.8,cell_prefix,grok-4-1-fast-reasoning,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-1-fast-reasoning-direct
grok-4,grok-4,grok-4-16k,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,4036.6,cell_prefix,grok-4-0709,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-16k
grok-4-2,grok-4-20,grok-4-2-16k,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5332.2,cell_prefix,grok-4.20,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-2-16k
grok-4-2,grok-4-20,grok-4-2-or-pin-xai,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6342.3,cell_prefix,x-ai/grok-4.20,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-2-or-pin-xai
grok-4-20,grok-4-20,grok-4-20-or,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6010.4,cell_prefix,x-ai/grok-4.20,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-20-or
grok-4-3,grok-4-3,grok-4-3-direct,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6458.4,cell_prefix,grok-4.3,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-3-direct
grok-4-3,grok-4-3,grok-4-3-or,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6396.8,cell_prefix,x-ai/grok-4.3,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_grok-4-3-or
kimi-coding,kimi-coding,kimi-coding-direct,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6316.1,cell_prefix,kimi-for-coding,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-coding-direct
kimi-k2-0905,kimi-k2-0905,kimi-k2-0905-or-pin-atlascloud,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,9070.6,cell_prefix,moonshotai/kimi-k2-0905,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-0905-or-pin-atlascloud
kimi-k2-0905,kimi-k2-0905,kimi-k2-0905-or-pin-groq,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,7676.0,cell_prefix,moonshotai/kimi-k2-0905,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-0905-or-pin-groq
kimi-k2-0905,kimi-k2-0905,kimi-k2-0905-or-pin-novita,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,7115.4,cell_prefix,moonshotai/kimi-k2-0905,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-0905-or-pin-novita
kimi-k2-0905,kimi-k2-0905,kimi-k2-0905-or-pin-siliconflow,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,7499.7,cell_prefix,moonshotai/kimi-k2-0905,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-0905-or-pin-siliconflow
kimi-k2-5,kimi-k2-5,kimi-k2-5-or-16k,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,5833.6,cell_prefix,moonshotai/kimi-k2.5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-5-or-16k
kimi-k2-5,kimi-k2-5,kimi-k2-5-or-pin-deepinfra,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5789.2,cell_prefix,moonshotai/kimi-k2.5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-5-or-pin-deepinfra
kimi-k2-5,kimi-k2-5,kimi-k2-5-or-pin-moonshot,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5776.3,cell_prefix,moonshotai/kimi-k2.5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-5-or-pin-moonshot
kimi-k2-6,kimi-k2-6,kimi-k2-6-or,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,6172.1,cell_prefix,moonshotai/kimi-k2.6,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-6-or
kimi-k2-6,kimi-k2-6,kimi-k2-6-or-pin-deepinfra,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6627.2,cell_prefix,moonshotai/kimi-k2.6,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-6-or-pin-deepinfra
kimi-k2-6,kimi-k2-6,kimi-k2-6-or-pin-moonshot,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6500.9,cell_prefix,moonshotai/kimi-k2.6,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-6-or-pin-moonshot
kimi-k2-thinking,kimi-k2-thinking,kimi-k2-thinking-or-pin-atlascloud,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,8494.7,cell_prefix,moonshotai/kimi-k2-thinking,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-thinking-or-pin-atlascloud
kimi-k2-thinking,kimi-k2-thinking,kimi-k2-thinking-or-pin-google,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,8401.5,cell_prefix,moonshotai/kimi-k2-thinking,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-thinking-or-pin-google
kimi-k2-thinking,kimi-k2-thinking,kimi-k2-thinking-or-pin-novita,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,8149.6,cell_prefix,moonshotai/kimi-k2-thinking,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_kimi-k2-thinking-or-pin-novita
minimax-m2-7,minimax-m2-7,minimax-m2-7-or,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,6098.0,cell_prefix,minimax/minimax-m2.7,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-7-or
minimax-m2-7,minimax-m2-7,minimax-m2-7-or-pin-fireworks,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5621.4,cell_prefix,minimax/minimax-m2.7,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-7-or-pin-fireworks
minimax-m2-7,minimax-m2-7,minimax-m2-7-or-pin-minimax,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6765.0,cell_prefix,minimax/minimax-m2.7,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-7-or-pin-minimax
minimax-m2-7,minimax-m2-7,minimax-m2-7-or-pin-together,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6374.7,cell_prefix,minimax/minimax-m2.7,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-7-or-pin-together
minimax-m2,minimax-m2,minimax-m2-direct,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,10400.3,cell_prefix,MiniMax-M2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-direct
minimax-m2,minimax-m2,minimax-m2-direct-r2,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,8380.6,cell_prefix,MiniMax-M2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-direct-r2
minimax-m2,minimax-m2,minimax-m2-direct-r3,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,7389.9,cell_prefix,MiniMax-M2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-direct-r3
minimax-m2,minimax-m2,minimax-m2-direct-r4,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,12399.7,cell_prefix,MiniMax-M2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-direct-r4
minimax-m2,minimax-m2,minimax-m2-direct-r5,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,5816.8,cell_prefix,MiniMax-M2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-direct-r5
minimax-m2,minimax-m2,minimax-m2-or,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,9075.5,cell_prefix,minimax/minimax-m2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-or
minimax-m2,minimax-m2,minimax-m2-or-pin-atlascloud,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6657.4,cell_prefix,minimax/minimax-m2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-or-pin-atlascloud
minimax-m2,minimax-m2,minimax-m2-or-pin-google,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,9470.1,cell_prefix,minimax/minimax-m2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-or-pin-google
minimax-m2,minimax-m2,minimax-m2-or-pin-google-r2,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,8980.7,cell_prefix,minimax/minimax-m2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-or-pin-google-r2
minimax-m2,minimax-m2,minimax-m2-or-pin-minimax,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,6592.0,cell_prefix,minimax/minimax-m2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-or-pin-minimax
minimax-m2,minimax-m2,minimax-m2-or-pin-minimax-r2,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5508.5,cell_prefix,minimax/minimax-m2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-or-pin-minimax-r2
minimax-m2,minimax-m2,minimax-m2-or-pin-novita,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5689.5,cell_prefix,minimax/minimax-m2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-or-pin-novita
minimax-m2,minimax-m2,minimax-m2-or-r2,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,7120.6,cell_prefix,minimax/minimax-m2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-or-r2
minimax-m2,minimax-m2,minimax-m2-or-r3,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,5375.6,cell_prefix,minimax/minimax-m2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-or-r3
minimax-m2,minimax-m2,minimax-m2-or-r4,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,7067.0,cell_prefix,minimax/minimax-m2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-or-r4
minimax-m2,minimax-m2,minimax-m2-or-r5,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,6839.4,cell_prefix,minimax/minimax-m2,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_minimax-m2-or-r5
opus-3,opus-3,opus-3-4k,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,4012.8,cell_prefix,claude-3-opus-20240229,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-3-4k
opus-4-0,opus-4-0,opus-4-0-16k,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5557.3,cell_prefix,claude-opus-4-0,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-0-16k
opus-4-1,opus-4-1,opus-4-1-16k,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5541.0,cell_prefix,claude-opus-4-1,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-1-16k
opus-4-5,opus-4-5,opus-4-5-16k,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5483.1,cell_prefix,claude-opus-4-5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-5-16k
opus-4-6,opus-4-6,opus-4-6-direct-16k,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5590.8,cell_prefix,claude-opus-4-6,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-6-direct-16k
opus-4-6,opus-4-6,opus-4-6-or,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,5519.5,cell_prefix,anthropic/claude-opus-4.6,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-6-or
opus-4-7,opus-4-7,opus-4-7-direct,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5776.9,cell_prefix,claude-opus-4-7,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-7-direct
opus-4-7,opus-4-7,opus-4-7-or,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,5749.3,cell_prefix,anthropic/claude-opus-4.7,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_opus-4-7-or
qwen3-6-plus,qwen3-6-plus,qwen3-6-plus-or,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,5811.1,cell_prefix,qwen/qwen3.6-plus,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-6-plus-or
qwen3-6-plus,qwen3-6-plus,qwen3-6-plus-or-pin-alibaba,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5834.0,cell_prefix,qwen/qwen3.6-plus,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-6-plus-or-pin-alibaba
qwen3-coder-plus,qwen3-coder-plus,qwen3-coder-plus-or,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,5506.6,cell_prefix,qwen/qwen3-coder-plus,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-coder-plus-or
qwen3-coder-plus,qwen3-coder-plus,qwen3-coder-plus-or-pin-alibaba,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5501.0,cell_prefix,qwen/qwen3-coder-plus,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_qwen3-coder-plus-or-pin-alibaba
sonnet-4-0,sonnet-4-0,sonnet-4-0-16k,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,4838.4,cell_prefix,claude-sonnet-4-0,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-0-16k
sonnet-4-5,sonnet-4-5,sonnet-4-5-16k,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5268.2,cell_prefix,claude-sonnet-4-5,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-5-16k
sonnet-4-6,sonnet-4-6,sonnet-4-6-direct-16k,125,LONG:25;MID:25;OPEN:25;SHORT:25;VARY:25,5712.8,cell_prefix,claude-sonnet-4-6,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-6-direct-16k
sonnet-4-6,sonnet-4-6,sonnet-4-6-or,25,LONG:5;MID:5;OPEN:5;SHORT:5;VARY:5,5579.5,cell_prefix,anthropic/claude-sonnet-4.6,/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_sonnet-4-6-or
