pid	model	cell	condition	provider	sample_id	word_count	source_json	output_file
BV1_31290	stealth/union-alpha	union-alpha-or-pin-stealth	OPEN	openrouter	union-alpha-or-pin-stealth/OPEN_22.json	276	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/OPEN_22.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/OPEN_22.md
BV1_31291	stealth/union-alpha	union-alpha-or-pin-stealth	OPEN	openrouter	union-alpha-or-pin-stealth/OPEN_23.json	331	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/OPEN_23.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/OPEN_23.md
BV1_31292	stealth/union-alpha	union-alpha-or-pin-stealth	OPEN	openrouter	union-alpha-or-pin-stealth/OPEN_24.json	277	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/OPEN_24.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/OPEN_24.md
BV1_31293	stealth/union-alpha	union-alpha-or-pin-stealth	OPEN	openrouter	union-alpha-or-pin-stealth/OPEN_25.json	275	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/OPEN_25.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/OPEN_25.md
BV1_31294	stealth/union-alpha	union-alpha-or-pin-stealth	OPEN	openrouter	union-alpha-or-pin-stealth/OPEN_3.json	290	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/OPEN_3.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/OPEN_3.md
BV1_31295	stealth/union-alpha	union-alpha-or-pin-stealth	OPEN	openrouter	union-alpha-or-pin-stealth/OPEN_4.json	310	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/OPEN_4.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/OPEN_4.md
BV1_31296	stealth/union-alpha	union-alpha-or-pin-stealth	OPEN	openrouter	union-alpha-or-pin-stealth/OPEN_5.json	297	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/OPEN_5.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/OPEN_5.md
BV1_31297	stealth/union-alpha	union-alpha-or-pin-stealth	OPEN	openrouter	union-alpha-or-pin-stealth/OPEN_6.json	276	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/OPEN_6.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/OPEN_6.md
BV1_31298	stealth/union-alpha	union-alpha-or-pin-stealth	OPEN	openrouter	union-alpha-or-pin-stealth/OPEN_7.json	262	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/OPEN_7.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/OPEN_7.md
BV1_31299	stealth/union-alpha	union-alpha-or-pin-stealth	OPEN	openrouter	union-alpha-or-pin-stealth/OPEN_8.json	299	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/OPEN_8.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/OPEN_8.md
BV1_31300	stealth/union-alpha	union-alpha-or-pin-stealth	OPEN	openrouter	union-alpha-or-pin-stealth/OPEN_9.json	325	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/OPEN_9.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/OPEN_9.md
BV1_31301	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_1.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_1.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_1.md
BV1_31302	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_10.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_10.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_10.md
BV1_31303	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_11.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_11.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_11.md
BV1_31304	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_12.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_12.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_12.md
BV1_31305	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_13.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_13.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_13.md
BV1_31306	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_14.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_14.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_14.md
BV1_31307	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_15.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_15.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_15.md
BV1_31308	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_16.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_16.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_16.md
BV1_31309	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_17.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_17.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_17.md
BV1_31310	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_18.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_18.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_18.md
BV1_31311	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_19.json	251	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_19.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_19.md
BV1_31312	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_2.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_2.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_2.md
BV1_31313	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_20.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_20.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_20.md
BV1_31314	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_21.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_21.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_21.md
BV1_31315	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_22.json	251	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_22.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_22.md
BV1_31316	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_23.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_23.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_23.md
BV1_31317	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_24.json	251	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_24.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_24.md
BV1_31318	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_25.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_25.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_25.md
BV1_31319	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_3.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_3.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_3.md
BV1_31320	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_4.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_4.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_4.md
BV1_31321	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_5.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_5.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_5.md
BV1_31322	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_6.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_6.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_6.md
BV1_31323	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_7.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_7.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_7.md
BV1_31324	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_8.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_8.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_8.md
BV1_31325	stealth/union-alpha	union-alpha-or-pin-stealth	SHORT	openrouter	union-alpha-or-pin-stealth/SHORT_9.json	250	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/SHORT_9.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/SHORT_9.md
BV1_31326	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_1.json	827	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_1.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_1.md
BV1_31327	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_10.json	821	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_10.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_10.md
BV1_31328	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_11.json	795	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_11.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_11.md
BV1_31329	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_12.json	918	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_12.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_12.md
BV1_31330	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_13.json	982	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_13.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_13.md
BV1_31331	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_14.json	923	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_14.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_14.md
BV1_31332	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_15.json	825	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_15.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_15.md
BV1_31333	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_16.json	837	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_16.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_16.md
BV1_31334	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_17.json	915	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_17.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_17.md
BV1_31335	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_18.json	831	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_18.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_18.md
BV1_31336	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_19.json	926	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_19.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_19.md
BV1_31337	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_2.json	835	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_2.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_2.md
BV1_31338	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_20.json	988	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_20.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_20.md
BV1_31339	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_21.json	895	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_21.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_21.md
BV1_31340	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_22.json	957	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_22.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_22.md
BV1_31341	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_23.json	942	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_23.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_23.md
BV1_31342	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_24.json	869	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_24.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_24.md
BV1_31343	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_25.json	719	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_25.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_25.md
BV1_31344	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_3.json	1001	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_3.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_3.md
BV1_31345	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_4.json	892	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_4.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_4.md
BV1_31346	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_5.json	806	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_5.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_5.md
BV1_31347	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_6.json	976	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_6.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_6.md
BV1_31348	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_7.json	860	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_7.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_7.md
BV1_31349	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_8.json	934	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_8.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_8.md
BV1_31350	stealth/union-alpha	union-alpha-or-pin-stealth	VARY	openrouter	union-alpha-or-pin-stealth/VARY_9.json	882	/Users/danieltenner/dev/research/model-personality-corpus-v2/data/traces_freeflow/freeflow_union-alpha-or-pin-stealth/VARY_9.json	/Users/danieltenner/dev/research/model-personality-analysis-corpus/analysis/freeflow/personality-eval-bv1/outputs/union-alpha-or-pin-stealth/VARY_9.md
